WigleWifi-1.4,appRelease=20190201,model=Kismet,release=2019.02.01.6,device=kismet,display=kismet,board=kismet,brand=kismet
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
14:ED:BB:24:9D:B5,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:08,1,-80,36.0913810730,-80.2465744019,266.458008,0,WIFI
B8:66:85:58:06:6E,Bravo-network,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:08,1,-71,36.0913810730,-80.2465744019,266.458008,0,WIFI
14:ED:BB:24:9D:B1,ATT2ZSp3pw,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:13,1,-83,36.0913810730,-80.2465744019,266.458008,0,WIFI
14:ED:BB:24:9D:B5,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:08,1,-83,36.0913810730,-80.2465744019,266.458008,0,WIFI
00:0A:F5:28:89:34,Sprint Drive,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:06,6,-87,36.0913810730,-80.2465744019,266.458008,0,WIFI
00:0A:F5:28:89:34,Sprint Drive,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:06,6,-82,36.0913810730,-80.2465744019,266.458008,0,WIFI
00:0A:F5:28:89:34,Sprint Drive,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:06,6,-83,36.0913810730,-80.2465744019,266.458008,0,WIFI
00:0A:F5:28:89:34,Sprint Drive,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:06,6,-84,36.0913810730,-80.2465744019,266.458008,0,WIFI
00:0A:F5:28:89:34,Sprint Drive,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:06,6,-82,36.0913810730,-80.2465744019,266.458008,0,WIFI
00:0A:F5:28:89:34,Sprint Drive,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:06,6,-81,36.0913810730,-80.2465744019,266.458008,0,WIFI
84:16:F9:74:65:40,VR116-6540,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:05,3,-85,36.0913810730,-80.2465744019,266.458008,0,WIFI
84:16:F9:74:65:40,VR116-6540,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:05,3,-85,36.0913810730,-80.2465744019,266.458008,0,WIFI
4E:EF:C0:9A:F3:93,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:09,44,-68,36.0913810730,-80.2465744019,266.458008,0,WIFI
AC:EC:80:1C:6B:85,TG1672G82-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:09,44,-69,36.0913810730,-80.2465744019,266.458008,0,WIFI
D8:D7:75:A3:68:EF,thewitt5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:34,44,-77,36.0913810730,-80.2465744019,266.458008,0,WIFI
54:65:DE:E3:32:B5,TG1672GB2-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:09,44,-79,36.0913810730,-80.2465744019,266.458008,0,WIFI
4E:EF:C0:9A:F3:93,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:09,44,-69,36.0913810730,-80.2465744019,266.458008,0,WIFI
AC:EC:80:1C:6B:85,TG1672G82-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:09,44,-68,36.0913810730,-80.2465744019,266.458008,0,WIFI
D8:D7:75:A3:68:EF,thewitt5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:34,44,-76,36.0913810730,-80.2465744019,266.458008,0,WIFI
54:65:DE:E3:32:B5,TG1672GB2-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:09,44,-74,36.0913810730,-80.2465744019,266.458008,0,WIFI
4E:EF:C0:9A:F3:93,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:09,44,-69,36.0913810730,-80.2465744019,266.458008,0,WIFI
B8:66:85:58:06:6E,Bravo-network,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:08,1,-71,36.0913772583,-80.2465744019,267.253998,0,WIFI
B8:66:85:58:06:6E,Bravo-network,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:08,1,-70,36.0913772583,-80.2465744019,267.253998,0,WIFI
14:ED:BB:24:9D:B1,ATT2ZSp3pw,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:13,1,-86,36.0913772583,-80.2465744019,267.253998,0,WIFI
14:ED:BB:24:9D:B5,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:08,1,-85,36.0913772583,-80.2465744019,267.253998,0,WIFI
B8:66:85:58:06:6E,Bravo-network,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:08,1,-71,36.0913772583,-80.2465744019,267.253998,0,WIFI
14:ED:BB:24:9D:B1,ATT2ZSp3pw,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:13,1,-77,36.0913772583,-80.2465744019,267.253998,0,WIFI
14:ED:BB:24:9D:B5,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:08,1,-77,36.0913772583,-80.2465744019,267.253998,0,WIFI
00:0A:F5:28:89:34,Sprint Drive,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:06,6,-83,36.0913772583,-80.2465744019,267.253998,0,WIFI
84:16:F9:74:65:40,VR116-6540,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:05,3,-85,36.0913772583,-80.2465744019,267.253998,0,WIFI
20:B5:C6:07:72:F4,A5SE,[WPA2-PSK-CCMP][ESS],2021-01-11 09:20:42,116,-91,36.0913772583,-80.2465744019,267.253998,0,WIFI
84:16:F9:74:65:40,VR116-6540,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:05,3,-83,36.0913734436,-80.2465744019,268.050995,0,WIFI
B8:66:85:58:06:6E,Bravo-network,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:08,1,-72,36.0913734436,-80.2465744019,268.050995,0,WIFI
14:ED:BB:24:9D:B1,ATT2ZSp3pw,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:13,1,-87,36.0913734436,-80.2465744019,268.050995,0,WIFI
14:ED:BB:24:9D:B5,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:08,1,-84,36.0913734436,-80.2465744019,268.050995,0,WIFI
B8:66:85:58:06:6E,Bravo-network,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:08,1,-72,36.0913734436,-80.2465744019,268.050995,0,WIFI
14:ED:BB:24:9D:B1,ATT2ZSp3pw,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:13,1,-80,36.0913734436,-80.2465744019,268.050995,0,WIFI
14:ED:BB:24:9D:B5,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:08,1,-78,36.0913734436,-80.2465744019,268.050995,0,WIFI
20:B5:C6:07:72:F4,A5SE,[WPA2-PSK-CCMP][ESS],2021-01-11 09:20:42,116,-82,36.0913734436,-80.2465744019,268.050995,0,WIFI
20:B5:C6:07:72:F4,A5SE,[WPA2-PSK-CCMP][ESS],2021-01-11 09:20:42,116,-82,36.0913734436,-80.2465744019,268.050995,0,WIFI
20:B5:C6:07:72:F4,A5SE,[WPA2-PSK-CCMP][ESS],2021-01-11 09:20:42,116,-82,36.0913734436,-80.2465744019,268.050995,0,WIFI
20:B5:C6:07:72:F4,A5SE,[WPA2-PSK-CCMP][ESS],2021-01-11 09:20:42,116,-82,36.0913734436,-80.2465744019,268.050995,0,WIFI
20:B5:C6:07:72:F4,A5SE,[WPA2-PSK-CCMP][ESS],2021-01-11 09:20:42,116,-91,36.0913734436,-80.2465744019,268.050995,0,WIFI
38:35:FB:79:86:47,MySpectrumWiFi40-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:15,149,-71,36.0913734436,-80.2465744019,268.050995,0,WIFI
4C:ED:FB:7F:45:2C,Tory_5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:02,149,-77,36.0913734436,-80.2465744019,268.050995,0,WIFI
88:3D:24:A1:A8:C7,winston,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:40,149,-78,36.0913734436,-80.2465744019,268.050995,0,WIFI
B8:66:85:4B:3E:1F,MySpectrumWiFi18-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:15,149,-70,36.0913734436,-80.2465744019,268.050995,0,WIFI
B8:66:85:58:06:6F,Bravo-metwork-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:15,149,-67,36.0913734436,-80.2465744019,268.050995,0,WIFI
84:16:F9:74:65:40,VR116-6540,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:05,3,-89,36.0913734436,-80.2465744019,268.050995,0,WIFI
84:16:F9:74:65:40,VR116-6540,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:05,3,-87,36.0913734436,-80.2465744019,268.050995,0,WIFI
84:16:F9:74:65:40,VR116-6540,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:05,3,-85,36.0913734436,-80.2465744019,268.050995,0,WIFI
84:16:F9:74:65:40,VR116-6540,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:05,3,-86,36.0913734436,-80.2465744019,268.050995,0,WIFI
84:16:F9:74:65:40,VR116-6540,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:05,3,-85,36.0913734436,-80.2465744019,268.050995,0,WIFI
84:16:F9:74:65:40,VR116-6540,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:05,3,-83,36.0913734436,-80.2465744019,268.050995,0,WIFI
84:16:F9:74:65:40,VR116-6540,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:05,3,-86,36.0913734436,-80.2465744019,268.050995,0,WIFI
84:16:F9:74:65:40,VR116-6540,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:05,3,-85,36.0913734436,-80.2465744019,268.050995,0,WIFI
84:16:F9:74:65:40,VR116-6540,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:05,3,-86,36.0913734436,-80.2465744019,268.050995,0,WIFI
84:16:F9:74:65:40,VR116-6540,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:05,3,-86,36.0913734436,-80.2465744019,268.050995,0,WIFI
84:16:F9:74:65:40,VR116-6540,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:05,3,-86,36.0913734436,-80.2465744019,268.050995,0,WIFI
84:16:F9:74:65:40,VR116-6540,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:05,3,-86,36.0913734436,-80.2465744019,268.050995,0,WIFI
84:16:F9:74:65:40,VR116-6540,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:05,3,-86,36.0913734436,-80.2465744019,268.050995,0,WIFI
00:0A:F5:28:89:34,Sprint Drive,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:06,7,-83,36.0913734436,-80.2465744019,268.050995,0,WIFI
00:0A:F5:28:89:34,Sprint Drive,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:06,7,-83,36.0913734436,-80.2465744019,268.050995,0,WIFI
38:35:FB:79:86:47,MySpectrumWiFi40-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:15,149,-80,36.0913734436,-80.2465744019,268.050995,0,WIFI
4C:ED:FB:7F:45:2C,Tory_5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:02,149,-84,36.0913734436,-80.2465744019,268.050995,0,WIFI
88:3D:24:A1:A8:C7,winston,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:40,149,-78,36.0913734436,-80.2465744019,268.050995,0,WIFI
B8:66:85:4B:3E:1F,MySpectrumWiFi18-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:15,149,-70,36.0913734436,-80.2465744019,268.050995,0,WIFI
B8:66:85:58:06:6F,Bravo-metwork-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:15,149,-67,36.0913734436,-80.2465744019,268.050995,0,WIFI
38:35:FB:79:86:47,MySpectrumWiFi40-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:15,149,-80,36.0913734436,-80.2465744019,268.050995,0,WIFI
4C:ED:FB:7F:45:2C,Tory_5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:02,149,-86,36.0913734436,-80.2465744019,268.050995,0,WIFI
88:3D:24:A1:A8:C7,winston,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:40,149,-79,36.0913734436,-80.2465744019,268.050995,0,WIFI
14:ED:BB:24:9D:BA,ATT2ZSp3pw,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:16,157,-66,36.0913734436,-80.2465744019,268.050995,0,WIFI
F0:81:75:E3:83:EF,MySpectrumWiFie8-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:42,157,-88,36.0913734436,-80.2465744019,268.050995,0,WIFI
14:ED:BB:24:9D:BA,ATT2ZSp3pw,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:16,157,-65,36.0913734436,-80.2465744019,268.050995,0,WIFI
F0:81:75:E3:83:EF,MySpectrumWiFie8-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:42,157,-90,36.0913734436,-80.2465744019,268.050995,0,WIFI
14:ED:BB:24:9D:BA,ATT2ZSp3pw,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:16,157,-66,36.0913734436,-80.2465744019,268.050995,0,WIFI
00:0A:F5:28:89:34,Sprint Drive,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:06,7,-82,36.0913734436,-80.2465744019,268.050995,0,WIFI
B8:66:85:58:06:6E,Bravo-network,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:08,1,-76,36.0913734436,-80.2465744019,268.050995,0,WIFI
B8:66:85:58:06:6E,Bravo-network,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:08,1,-71,36.0913734436,-80.2465744019,268.050995,0,WIFI
14:ED:BB:24:9D:B1,ATT2ZSp3pw,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:13,1,-86,36.0913734436,-80.2465744019,268.050995,0,WIFI
14:ED:BB:24:9D:B5,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:08,1,-85,36.0913734436,-80.2465744019,268.050995,0,WIFI
B8:66:85:58:06:6E,Bravo-network,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:08,1,-74,36.0913734436,-80.2465744019,268.050995,0,WIFI
14:ED:BB:24:9D:B1,ATT2ZSp3pw,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:13,1,-87,36.0913734436,-80.2465744019,268.050995,0,WIFI
14:ED:BB:24:9D:B5,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:08,1,-87,36.0913734436,-80.2465744019,268.050995,0,WIFI
B8:66:85:58:06:6E,Bravo-network,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:08,1,-77,36.0913734436,-80.2465744019,268.050995,0,WIFI
B8:66:85:58:06:6E,Bravo-network,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:08,1,-70,36.0913734436,-80.2465744019,268.050995,0,WIFI
14:ED:BB:24:9D:B1,ATT2ZSp3pw,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:13,1,-79,36.0913734436,-80.2465744019,268.050995,0,WIFI
14:ED:BB:24:9D:B5,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:08,1,-78,36.0913734436,-80.2465744019,268.050995,0,WIFI
B8:66:85:58:06:6E,Bravo-network,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:08,1,-74,36.0913734436,-80.2465744019,268.050995,0,WIFI
14:ED:BB:24:9D:B1,ATT2ZSp3pw,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:13,1,-85,36.0913734436,-80.2465744019,268.050995,0,WIFI
14:ED:BB:24:9D:B5,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:08,1,-84,36.0913734436,-80.2465744019,268.050995,0,WIFI
B8:66:85:58:06:6E,Bravo-network,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:08,1,-75,36.0913734436,-80.2465744019,268.050995,0,WIFI
14:ED:BB:24:9D:B1,ATT2ZSp3pw,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:13,1,-79,36.0913734436,-80.2465744019,268.050995,0,WIFI
14:ED:BB:24:9D:B5,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:08,1,-77,36.0913734436,-80.2465744019,268.050995,0,WIFI
B8:66:85:58:06:6E,Bravo-network,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:08,1,-74,36.0913734436,-80.2465744019,268.050995,0,WIFI
00:0A:F5:28:89:34,Sprint Drive,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:06,6,-81,36.0913734436,-80.2465744019,268.050995,0,WIFI
48:00:33:BF:F8:9B,TC8715D95,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:17,1,-74,36.0913734436,-80.2465744019,268.050995,0,WIFI
D8:D7:75:A3:68:EE,thewitt2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:17,1,-84,36.0913734436,-80.2465744019,268.050995,0,WIFI
F8:DA:0C:F8:74:13,Johnson,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:30,1,-88,36.0913734436,-80.2465744019,268.050995,0,WIFI
08:95:2A:6B:D0:A2,Pfeiffer-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:25:55,1,-81,36.0913734436,-80.2465744019,268.050995,0,WIFI
26:18:D6:59:9E:EB,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:17,1,-89,36.0913734436,-80.2465744019,268.050995,0,WIFI
B8:66:85:58:06:6E,Bravo-network,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:08,1,-60,36.0913734436,-80.2465744019,268.050995,0,WIFI
EC:1A:59:01:92:80,belkin.27f.guests,[ESS],2021-01-11 09:21:39,1,-88,36.0913734436,-80.2465744019,268.050995,0,WIFI
10:0C:6B:AF:E3:30,NETGEAR97,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:18,1,-82,36.0913734436,-80.2465744019,268.050995,0,WIFI
14:ED:BB:24:9D:B1,ATT2ZSp3pw,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:13,1,-63,36.0913734436,-80.2465744019,268.050995,0,WIFI
14:ED:BB:24:9D:B5,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:08,1,-64,36.0913734436,-80.2465744019,268.050995,0,WIFI
18:E8:29:64:C3:F9,Guest,[WPA-PSK-CCMP] [WPA2-PSK-CCMP][ESS],2021-01-11 09:22:17,1,-89,36.0913734436,-80.2465744019,268.050995,0,WIFI
D0:C7:89:B4:0D:40,HI-NET,[WPA2-PSK-CCMP][ESS],2021-01-11 09:26:34,1,-91,36.0913734436,-80.2465744019,268.050995,0,WIFI
0C:27:24:6D:EC:D0,HI-NET,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:08,1,-84,36.0913734436,-80.2465744019,268.050995,0,WIFI
5E:41:5A:72:EA:BC,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:30,1,-86,36.0913734436,-80.2465744019,268.050995,0,WIFI
7C:DB:98:C2:78:CF,MySpectrumWiFiD1-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:30,1,-89,36.0913734436,-80.2465744019,268.050995,0,WIFI
B8:66:85:4B:92:E6,FHouse2,[WPA2-PSK-CCMP][ESS],2021-01-11 09:23:22,1,-87,36.0913734436,-80.2465667725,269.572998,0,WIFI
48:00:33:BF:F8:9B,TC8715D95,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:17,1,-75,36.0913734436,-80.2465667725,269.572998,0,WIFI
D8:D7:75:A3:68:EE,thewitt2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:17,1,-84,36.0913734436,-80.2465667725,269.572998,0,WIFI
08:95:2A:6B:D0:A2,Pfeiffer-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:25:55,1,-88,36.0913734436,-80.2465667725,269.572998,0,WIFI
26:18:D6:59:9E:EB,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:17,1,-90,36.0913734436,-80.2465667725,269.572998,0,WIFI
B8:66:85:58:06:6E,Bravo-network,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:08,1,-81,36.0913734436,-80.2465667725,269.572998,0,WIFI
14:ED:BB:24:9D:B1,ATT2ZSp3pw,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:13,1,-62,36.0913734436,-80.2465667725,269.572998,0,WIFI
14:ED:BB:24:9D:B5,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:08,1,-62,36.0913734436,-80.2465667725,269.572998,0,WIFI
16:18:D6:59:9E:EB,ImageWorks,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:30,1,-87,36.0913734436,-80.2465667725,269.572998,0,WIFI
D0:C7:89:B4:0D:40,HI-NET,[WPA2-PSK-CCMP][ESS],2021-01-11 09:26:34,1,-90,36.0913734436,-80.2465667725,269.572998,0,WIFI
0C:27:24:6D:EC:D0,HI-NET,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:08,1,-85,36.0913734436,-80.2465667725,269.572998,0,WIFI
7C:DB:98:C2:78:CF,MySpectrumWiFiD1-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:30,1,-90,36.0913734436,-80.2465667725,269.572998,0,WIFI
D8:A7:56:7D:DD:B6,MySpectrumWiFib0-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:30,1,-88,36.0913734436,-80.2465667725,269.572998,0,WIFI
38:94:ED:FB:72:F9,NETGEAR98,[WPA2-PSK-CCMP][ESS],2021-01-11 09:24:00,1,-88,36.0913734436,-80.2465667725,269.572998,0,WIFI
D8:D7:75:A3:68:EE,thewitt2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:17,1,-83,36.0913734436,-80.2465667725,269.572998,0,WIFI
F8:DA:0C:F8:74:13,Johnson,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:30,1,-89,36.0913734436,-80.2465667725,269.572998,0,WIFI
26:18:D6:59:9E:EB,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:17,1,-89,36.0913734436,-80.2465667725,269.572998,0,WIFI
B8:66:85:58:06:6E,Bravo-network,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:08,1,-60,36.0913734436,-80.2465667725,269.572998,0,WIFI
14:ED:BB:24:9D:B1,ATT2ZSp3pw,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:13,1,-63,36.0913734436,-80.2465667725,269.572998,0,WIFI
14:ED:BB:24:9D:B5,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:08,1,-63,36.0913734436,-80.2465667725,269.572998,0,WIFI
B8:66:85:4B:92:E6,FHouse2,[WPA2-PSK-CCMP][ESS],2021-01-11 09:23:22,1,-85,36.0913734436,-80.2465667725,269.572998,0,WIFI
84:16:F9:74:65:40,VR116-6540,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:05,4,-65,36.0913734436,-80.2465667725,269.572998,0,WIFI
84:16:F9:74:65:40,VR116-6540,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:05,4,-66,36.0913734436,-80.2465667725,269.572998,0,WIFI
84:16:F9:74:65:40,VR116-6540,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:05,3,-84,36.0913734436,-80.2465667725,269.572998,0,WIFI
84:16:F9:74:65:40,VR116-6540,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:05,3,-84,36.0913734436,-80.2465667725,269.572998,0,WIFI
84:16:F9:74:65:40,VR116-6540,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:05,3,-82,36.0913734436,-80.2465667725,269.572998,0,WIFI
84:16:F9:74:65:40,VR116-6540,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:05,3,-83,36.0913734436,-80.2465667725,269.572998,0,WIFI
7A:8A:20:D7:F7:69,BBBS Guest,[ESS],2021-01-11 09:21:59,6,-84,36.0913734436,-80.2465667725,269.572998,0,WIFI
18:E8:29:64:D4:2C,Guest,[WPA-PSK-CCMP] [WPA2-PSK-CCMP][ESS],2021-01-11 09:22:19,6,-84,36.0913734436,-80.2465667725,269.572998,0,WIFI
AC:EC:80:1C:6B:80,TG1672G82,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:44,6,-70,36.0913734436,-80.2465667725,269.572998,0,WIFI
F2:9F:C2:77:A9:9A,Blair House,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:19,6,-78,36.0913734436,-80.2465667725,269.572998,0,WIFI
1A:E8:29:64:D4:2C,ImageWorks,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:19,6,-84,36.0913734436,-80.2465667725,269.572998,0,WIFI
44:94:FC:8A:FB:1D,pickles,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:32,6,-81,36.0913734436,-80.2465667725,269.572998,0,WIFI
38:35:FB:79:86:46,MySpectrumWiFi40-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:06,6,-79,36.0913734436,-80.2465667725,269.572998,0,WIFI
4C:9E:FF:84:DC:F2,BrookstownInn,[ESS],2021-01-11 09:22:06,6,-79,36.0913734436,-80.2465667725,269.572998,0,WIFI
2A:E8:29:64:D4:2C,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:44,6,-73,36.0913734436,-80.2465667725,269.572998,0,WIFI
10:C3:7B:51:87:58,RomASUS,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:44,6,-87,36.0913734436,-80.2465667725,269.572998,0,WIFI
38:35:FB:79:86:46,MySpectrumWiFi40-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:06,6,-77,36.0913734436,-80.2465667725,269.572998,0,WIFI
C8:B4:22:79:08:C7,MySpectrumWiFiC9-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:19,6,-83,36.0913734436,-80.2465667725,269.572998,0,WIFI
7A:8A:20:D7:F7:69,BBBS Guest,[ESS],2021-01-11 09:21:59,6,-82,36.0913734436,-80.2465667725,269.572998,0,WIFI
18:E8:29:64:D4:2C,Guest,[WPA-PSK-CCMP] [WPA2-PSK-CCMP][ESS],2021-01-11 09:22:19,6,-84,36.0913734436,-80.2465667725,269.572998,0,WIFI
AC:EC:80:1C:6B:80,TG1672G82,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:44,6,-70,36.0913734436,-80.2465667725,269.572998,0,WIFI
1C:B0:44:96:F8:BD,First Poplar NC 2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:19,6,-84,36.0913734436,-80.2465667725,269.572998,0,WIFI
D0:C7:89:33:ED:D0,HI-NET,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:06,6,-77,36.0913734436,-80.2465667725,269.572998,0,WIFI
1A:E8:29:64:D4:2C,ImageWorks,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:19,6,-77,36.0913734436,-80.2465667725,269.572998,0,WIFI
44:94:FC:8A:FB:1D,pickles,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:32,6,-82,36.0913734436,-80.2465667725,269.572998,0,WIFI
10:C3:7B:51:87:58,RomASUS,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:44,6,-85,36.0913734436,-80.2465667725,269.572998,0,WIFI
38:35:FB:79:86:46,MySpectrumWiFi40-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:06,6,-74,36.0913734436,-80.2465667725,269.572998,0,WIFI
54:65:DE:E3:32:B0,TG1672GB2,[WPA2-PSK-CCMP][ESS],2021-01-11 09:22:06,6,-80,36.0913734436,-80.2465667725,269.572998,0,WIFI
