WigleWifi-1.4,appRelease=20190201,model=Kismet,release=2019.02.01.6,device=kismet,display=kismet,board=kismet,brand=kismet
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,44,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,44,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,44,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,44,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F3,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,44,-73,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,44,-73,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-73,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-72,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-73,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-73,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-74,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-73,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-73,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-73,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-74,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-73,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-74,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-73,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-73,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-73,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-73,36.0983123779,-80.2482757568,299.795013,0,WIFI
E6:CB:AC:A9:6B:88,Village_Juice_Co_4th_ST_,[WPA2-PSK-CCMP][ESS],2021-01-11 09:20:00,44,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-73,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,44,-79,36.0983123779,-80.2482757568,299.795013,0,WIFI
C8:B4:22:F1:46:0E,MySpectrumWiFi0F-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,44,-78,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,44,-79,36.0983123779,-80.2482757568,299.795013,0,WIFI
7C:DB:98:F1:F7:96,MySpectrumWiFi97-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:20:00,44,-80,36.0983123779,-80.2482757568,299.795013,0,WIFI
D8:47:32:74:F8:94,Dachboden,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:19:35,44,-74,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,44,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
DE:CB:AC:B7:AE:77,,[WPA2--CCMP][ESS],2021-01-11 09:19:35,44,-78,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,44,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,44,-79,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,44,-77,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F3,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,44,-74,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,44,-78,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,44,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-74,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-74,36.0983123779,-80.2482757568,299.795013,0,WIFI
AC:B3:13:B9:2D:75,ahhs-5g,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,44,-79,36.0983123779,-80.2482757568,299.795013,0,WIFI
E6:CB:AC:A9:6B:88,Village_Juice_Co_4th_ST_,[WPA2-PSK-CCMP][ESS],2021-01-11 09:20:00,44,-80,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
C8:B4:22:F1:46:0E,MySpectrumWiFi0F-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,44,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
7C:DB:98:F1:F7:96,MySpectrumWiFi97-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:20:00,44,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
D8:47:32:74:F8:94,Dachboden,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:19:35,44,-74,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,44,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
E2:CB:AC:B7:AE:77,GWS,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,44,-78,36.0983123779,-80.2482757568,299.795013,0,WIFI
48:8F:5A:9E:41:3E,302,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:19:48,48,-76,36.0983123779,-80.2482757568,299.795013,0,WIFI
48:8F:5A:9E:41:3E,302,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:19:48,48,-76,36.0983123779,-80.2482757568,299.795013,0,WIFI
14:59:C0:30:05:82,SCSound,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:48,48,-79,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,48,-74,36.0983123779,-80.2482757568,299.795013,0,WIFI
70:77:81:D7:63:12,WIFID7630D-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:48,48,-84,36.0983123779,-80.2482757568,299.795013,0,WIFI
62:45:B7:69:FA:54,,[WEP][ESS],2021-01-11 09:19:48,48,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
1C:B0:44:5E:5B:3A,acl,[WPA2-PSK-CCMP][ESS],2021-01-11 09:20:01,48,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
28:9E:FC:B1:56:EF,MySpectrumWiFie8-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:20:14,48,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
00:AC:E0:A1:D1:65,Jostens-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:48,48,-80,36.0983123779,-80.2482757568,299.795013,0,WIFI
48:8F:5A:9E:41:3E,302,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:19:48,48,-80,36.0983123779,-80.2482757568,299.795013,0,WIFI
70:77:81:D7:63:12,WIFID7630D-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:48,48,-84,36.0983123779,-80.2482757568,299.795013,0,WIFI
62:45:B7:69:FA:54,,[WEP][ESS],2021-01-11 09:19:48,48,-84,36.0983123779,-80.2482757568,299.795013,0,WIFI
1C:B0:44:5E:5B:3A,acl,[WPA2-PSK-CCMP][ESS],2021-01-11 09:20:01,48,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
28:9E:FC:B1:56:EF,MySpectrumWiFie8-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:20:14,48,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
48:8F:5A:9E:41:3E,302,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:19:48,48,-80,36.0983123779,-80.2482757568,299.795013,0,WIFI
14:59:C0:30:05:82,SCSound,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:48,48,-78,36.0983123779,-80.2482757568,299.795013,0,WIFI
60:B6:06:05:AD:D2,PlayFi2Device05ADD2,[ESS],2021-01-11 09:19:42,6,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
D4:6A:91:5B:22:81,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:33,6,-85,36.0983123779,-80.2482757568,299.795013,0,WIFI
E6:CB:BC:B7:AE:77,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:34,6,-86,36.0983123779,-80.2482757568,299.795013,0,WIFI
D4:6A:91:5B:22:84,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:42,6,-86,36.0983123779,-80.2482757568,299.795013,0,WIFI
00:62:EC:BD:95:00,ncsa_admin,[WPA2--CCMP][ESS],2021-01-11 09:19:32,6,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
FA:8F:CA:3F:59:97,Office Speaker.o,[ESS],2021-01-11 09:19:30,6,-85,36.0983123779,-80.2482757568,299.795013,0,WIFI
DA:6A:91:5B:22:81,Secure,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:39,6,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
00:62:EC:BD:95:02,ncsa_college,[WPA2--CCMP][ESS],2021-01-11 09:19:37,6,-76,36.0983123779,-80.2482757568,299.795013,0,WIFI
24:4B:FE:C3:2A:D1,Tre Kronor Guest,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:19:38,6,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
DA:6A:91:5B:22:84,Secure,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:42,6,-88,36.0983123779,-80.2482757568,299.795013,0,WIFI
C8:B4:22:87:F2:F5,F7-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:46,6,-86,36.0983123779,-80.2482757568,299.795013,0,WIFI
DE:6A:91:5B:22:81,Guest,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:34,6,-88,36.0983123779,-80.2482757568,299.795013,0,WIFI
00:62:EC:BD:95:01,ncsa_hs,[WPA2--CCMP][ESS],2021-01-11 09:19:37,6,-77,36.0983123779,-80.2482757568,299.795013,0,WIFI
28:9E:FC:84:96:6E,MySpectrumWiFi68-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:34,6,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
E0:CB:BC:35:7D:07,,[ESS],2021-01-11 09:19:39,6,-70,36.0983123779,-80.2482757568,299.795013,0,WIFI
DE:CB:BC:35:7D:07,,[WPA2--CCMP][ESS],2021-01-11 09:19:39,6,-70,36.0983123779,-80.2482757568,299.795013,0,WIFI
60:B6:06:05:AD:D2,PlayFi2Device05ADD2,[ESS],2021-01-11 09:19:42,6,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
D4:6A:91:5B:22:81,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:33,6,-84,36.0983123779,-80.2482757568,299.795013,0,WIFI
E0:CB:BC:B7:AE:77,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:32,6,-86,36.0983123779,-80.2482757568,299.795013,0,WIFI
E6:CB:BC:B7:AE:77,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:34,6,-85,36.0983123779,-80.2482757568,299.795013,0,WIFI
00:62:EC:BD:95:00,ncsa_admin,[WPA2--CCMP][ESS],2021-01-11 09:19:32,6,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
D4:6A:91:5B:22:84,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:42,6,-85,36.0983123779,-80.2482757568,299.795013,0,WIFI
24:4B:FE:C3:38:91,Tre Kronor,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:36,6,-74,36.0983123779,-80.2482757568,299.795013,0,WIFI
DA:6A:91:5B:22:81,Secure,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:39,6,-87,36.0983123779,-80.2482757568,299.795013,0,WIFI
FA:8F:CA:3F:59:97,Office Speaker.o,[ESS],2021-01-11 09:19:30,6,-85,36.0983123779,-80.2482757568,299.795013,0,WIFI
C8:B4:22:87:F2:F5,F7-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:46,6,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
EC:58:EA:18:19:18,Courtyard_GUEST,[ESS],2021-01-11 09:19:09,6,-88,36.0983123779,-80.2482757568,299.795013,0,WIFI
E0:CB:BC:35:7D:07,,[ESS],2021-01-11 09:19:39,6,-69,36.0983123779,-80.2482757568,299.795013,0,WIFI
DE:CB:BC:35:7D:07,,[WPA2--CCMP][ESS],2021-01-11 09:19:39,6,-70,36.0983123779,-80.2482757568,299.795013,0,WIFI
6C:B0:CE:EF:CC:21,NETGEAR33,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:43,3,-86,36.0983123779,-80.2482757568,299.795013,0,WIFI
0E:8D:CB:95:7D:73,Apple Wi-Fi Network,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:19:23,56,-91,36.0983123779,-80.2482757568,299.795013,0,WIFI
0E:8D:CB:95:7D:73,Apple Wi-Fi Network,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:19:23,56,-91,36.0983123779,-80.2482757568,299.795013,0,WIFI
00:62:EC:AA:2F:5E,ncsa_hs,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-77,36.0983123779,-80.2482757568,299.795013,0,WIFI
F8:C2:88:41:46:AD,ncsa_college,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-64,36.0983123779,-80.2482757568,299.795013,0,WIFI
00:0B:6B:57:0A:19,SS_DL_4TH,[ESS],2021-01-11 09:19:10,64,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
00:62:EC:BD:93:9F,ncsa_admin,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-79,36.0983123779,-80.2482757568,299.795013,0,WIFI
F8:C2:88:41:46:AE,ncsa_hs,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-64,36.0983123779,-80.2482757568,299.795013,0,WIFI
6C:B0:CE:EF:CC:21,NETGEAR33,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:43,3,-87,36.0983123779,-80.2482757568,299.795013,0,WIFI
24:4B:FE:C3:38:91,Tre Kronor,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:36,7,-76,36.0983123779,-80.2482757568,299.795013,0,WIFI
8E:49:62:3D:34:3A,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:38,7,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
00:0B:6B:4F:32:0A,www.solidwaves.com_4E,[ESS],2021-01-11 09:19:06,7,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
60:B6:06:05:AD:D2,PlayFi2Device05ADD2,[ESS],2021-01-11 09:19:42,7,-84,36.0983123779,-80.2482757568,299.795013,0,WIFI
24:4B:FE:C3:38:91,Tre Kronor,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:36,7,-76,36.0983123779,-80.2482757568,299.795013,0,WIFI
24:4B:FE:C3:2A:D1,Tre Kronor Guest,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:19:38,7,-85,36.0983123779,-80.2482757568,299.795013,0,WIFI
24:4B:FE:C3:38:91,Tre Kronor,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:36,7,-77,36.0983123779,-80.2482757568,299.795013,0,WIFI
24:4B:FE:C3:38:91,Tre Kronor,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:36,7,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
8E:49:62:3D:34:3A,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:38,7,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
00:0B:6B:4F:32:0A,www.solidwaves.com_4E,[ESS],2021-01-11 09:19:06,7,-79,36.0983123779,-80.2482757568,299.795013,0,WIFI
24:4B:FE:C3:38:91,Tre Kronor,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:36,7,-71,36.0983123779,-80.2482757568,299.795013,0,WIFI
94:53:30:E4:27:82,Pavlika-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:45,1,-87,36.0983123779,-80.2482757568,299.795013,0,WIFI
F0:81:75:CC:2F:D6,MySpectrumWiFid0-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:41,1,-91,36.0983123779,-80.2482757568,299.795013,0,WIFI
08:95:2A:B3:6E:5F,HL Stephens,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:29,1,-86,36.0983123779,-80.2482757568,299.795013,0,WIFI
F8:DA:0C:F6:41:00,SHHC,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:26,1,-84,36.0983123779,-80.2482757568,299.795013,0,WIFI
08:D5:9D:09:21:1E,MySpectrumWiFi18-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:33,1,-89,36.0983123779,-80.2482757568,299.795013,0,WIFI
7C:DB:98:F1:F7:95,MySpectrumWiFi97-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:33,1,-87,36.0983123779,-80.2482757568,299.795013,0,WIFI
94:53:30:E4:27:82,Pavlika-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:45,1,-89,36.0983123779,-80.2482757568,299.795013,0,WIFI
F0:81:75:CC:2F:D6,MySpectrumWiFid0-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:41,1,-90,36.0983123779,-80.2482757568,299.795013,0,WIFI
08:95:2A:B3:6E:5F,HL Stephens,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:29,1,-85,36.0983123779,-80.2482757568,299.795013,0,WIFI
F8:DA:0C:F6:41:00,SHHC,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:26,1,-84,36.0983123779,-80.2482757568,299.795013,0,WIFI
08:D5:9D:09:21:1E,MySpectrumWiFi18-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:33,1,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
08:D5:9D:09:21:1E,MySpectrumWiFi18-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:33,1,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
00:62:EC:BD:93:9D,ncsa_college,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-80,36.0983123779,-80.2482757568,299.795013,0,WIFI
00:62:EC:AA:2F:5F,ncsa_admin,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
00:62:EC:BD:93:9E,ncsa_hs,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-79,36.0983123779,-80.2482757568,299.795013,0,WIFI
00:62:EC:AA:2F:5D,ncsa_college,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
F8:C2:88:41:46:AF,ncsa_admin,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-63,36.0983123779,-80.2482757568,299.795013,0,WIFI
00:62:EC:AA:2F:5E,ncsa_hs,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
F8:C2:88:41:46:AD,ncsa_college,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-64,36.0983123779,-80.2482757568,299.795013,0,WIFI
00:0B:6B:57:0A:19,SS_DL_4TH,[ESS],2021-01-11 09:19:10,64,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
00:62:EC:BD:93:9F,ncsa_admin,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-79,36.0983123779,-80.2482757568,299.795013,0,WIFI
00:62:EC:BD:95:1F,ncsa_admin,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
F8:C2:88:41:46:AE,ncsa_hs,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-64,36.0983123779,-80.2482757568,299.795013,0,WIFI
00:62:EC:BD:93:9D,ncsa_college,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-80,36.0983123779,-80.2482757568,299.795013,0,WIFI
00:62:EC:BD:95:1D,ncsa_college,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
00:62:EC:AA:2F:5F,ncsa_admin,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
00:62:EC:BD:93:9E,ncsa_hs,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-79,36.0983123779,-80.2482757568,299.795013,0,WIFI
00:62:EC:BD:95:1E,ncsa_hs,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
00:62:EC:AA:2F:5D,ncsa_college,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
F8:C2:88:41:46:AF,ncsa_admin,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-64,36.0983123779,-80.2482757568,299.795013,0,WIFI
00:62:EC:AA:2F:5E,ncsa_hs,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
